title,Price,bedrooms,bathrooms,Size,Location,Property_type
Elegant Front View 2BHK For Sale in Muscat Hills FSA34,78000.0,2,3,110.0,"Muscat Hills, Muscat",Other
"Modern 2BHK Apartment for Sale in Al Mouj, Meria East FSA37",125000.0,2,2,130.0,"The Wave (Almouj), Muscat",Apartment
Sea View | Big Luxurious 2BR | 20/80 Payment Plan | The Great Escape 2,149500.0,2,2,103.0,"Yiti, Muscat",Other
Sea View | Highest Floor | Big Layout | 20/80 Payment Plan,156570.0,2,2,90.0,"Yiti, Muscat",Other
Dazzling Sea View | Highest Floor | Spacious Layout | Payment Plan,156640.0,2,2,90.0,"Yiti, Muscat",Other
Sea/Golf View | Easy Payment Plan | AIDA The Great Escape 2,136660.0,2,2,88.0,"Yiti, Muscat",Other
20/80 Payment Plan | Superb Sea View | The Great Escape 2,135120.0,2,2,89.0,"Yiti, Muscat",Other
Sea/ Golf View | Spacious Luxury Layout | Flexible Payment Plan,161270.0,2,2,109.0,"Yiti, Muscat",Other
Sea View | 20/80 Payment Plan | The Great Escape 2,135070.0,2,2,89.0,"Yiti, Muscat",Other
Sea View | Payment Plan | AIDA The Great Escape 2,131960.0,2,2,87.0,"Yiti, Muscat",Other
Easy Payment Plan | Sea View | AIDA The Great Escape 2,131870.0,2,2,87.0,"Yiti, Muscat",Other
Spacious Layout | Golf View | 20/80 Payment Plan | The Great Escape 2,114660.0,1,2,75.0,"Yiti, Muscat",Other
Big Luxury Layout| | Pool/Golf View | AIDA The Great Escape 2,104660.0,1,2,72.0,"Yiti, Muscat",Other
Hot Deal | 20/80 Payment Plan | Pool and Golf Course View,79060.0,1,2,49.0,"Yiti, Muscat",Other
Pool View | Private Garden Terrace | Flexible 30/70 Payment Plan,78900.0,2,1,52.0,"Yiti, Muscat",Other
Beachfront Living | Payment Plan | The Residences at Mandarin Oriental,169982.0,1,2,76.0,"Muscat - Other, Muscat",Other
Beachfront Living | Payment Plan | The Residences at Mandarin Oriental,323282.0,2,3,135.0,"Muscat - Other, Muscat",Other
Beachfront Spacious 2BHK Apartment For Sale in Mandarin Oriental,292832.0,2,3,132.0,"Muscat - Other, Muscat",Apartment
Beachfront 3BHK+Maids For Sale in The Residence Mandarin Oriental,508082.0,3,4,184.0,"Muscat - Other, Muscat",Other
Luxury Beachfront Living | Spacious Layout | Flexible Payment Plan,169982.4,1,2,76.0,"Muscat - Other, Muscat",Other
20/80 Payment Plan | Fabulous Sea View | Spacious 2BR Layout,149630.0,2,2,103.0,"Yiti, Muscat",Other
Sea and Golf View | Spacious 2BHK for Sale in The Great Escape 2,141780.0,2,2,92.0,"Yiti, Muscat",Other
Sea View | Spacious Layout | Flexible Payment Plan | AIDA,151160.0,2,2,104.0,"Yiti, Muscat",Other
2 BHK Apartment For Sale in AIDA The Great Escape2 | Sea and Golf View,161270.0,2,2,109.0,"Yiti, Muscat",Apartment
Luxurious 2 BHK Apartment For Sale in The Great Escape 2 with Sea View,198930.0,2,2,114.0,"Yiti, Muscat",Apartment
Biggest Layout | Pool /Golf View | 20/80 Payment Plan | AIDA,127600.0,1,2,91.0,"Yiti, Muscat",Other
15% Down Payment | Attractive Payment Plan | Uptown Muscat,52241.0,1,1,60.0,"Muscat - Other, Muscat",Other
Mountains and Wadi Views | High Floor | Balcony | 30/70 Payment Plan,76550.0,2,1,54.0,"Yiti, Muscat",Other
"Flexible office memberships in Sohar, Sohar City Centre",89.0,2,3,10.0,"Sohar, Al Batinah",Commercial
FREE HOLD!! 1BR Apartment in Al Mouj Golf Links w/ payment plan FSA72,98000.0,1,2,84.0,"The Wave (Almouj), Muscat",Apartment
Free Hold!! Brand New Fully Furnished 2BHK Penthouse in Muscat Hills,92000.0,2,3,117.0,"Muscat Hills, Muscat",Villa
FSB06 مبنى سكني تجاري رئيسي للبيع في العامرات - طريق الجبل,510000.0,2,3,600.0,"Al Amarat, Muscat",Other
SHATTI AL QURM | SPACIOUS COMMERCIAL SPACE,9100.0,2,3,,"Qurum, Muscat",Commercial
SHATTI AL QURM | SPACIOUS OFFICE SPACES,1600.0,2,3,151.0,"Qurum, Muscat",Commercial
MADINAT QABOOS | BEAUTIFUL 5+1 BR COMPOUND TOWNHOUSE,1450.0,5,6,300.0,"Madinat As Sultan Qaboos, Muscat",Villa
"Freehold 2 Bed Fully Furnished Apt. in Al Mouj, Ready & Installments",137000.0,2,2,126.0,"The Wave (Almouj), Muscat",Apartment
4+1BHK Amazing Villa with Private Pool For Sale in Al Mouj FSV69,380000.0,5,6,383.0,"The Wave (Almouj), Muscat",Villa
FSB07 مبنى سكني تجاري رئيسي للبيع في العامرات خلف مركز الجملة,410000.0,2,3,400.0,"Al Amarat, Muscat",Other
Freehold & Lifetime Residency Oman | Stunning Corner 2BHK Apt. FSA54,78000.0,2,3,118.0,"Muscat Hills, Muscat",Apartment
Freehold & Lifetime Residency | Modern 1BHK with Pool View FSA38,65000.0,1,2,71.0,"Muscat Hills, Muscat",Other
"FREEHOLD | Ready to Move, Modern 1BHK in Muscat Hills FSA59",63500.0,1,1,100.0,"Muscat Hills, Muscat",Other
"Freehold Studio with Lifetime Residency, Live & Own in Oman FSA84",72600.0,2,1,60.0,"Muscat - Other, Muscat",Studio
Commercial Building for Rent in Ghala| REF 88LC,16200.0,2,3,,"Ghala, Muscat",Commercial
54 SQM Office for Sale in Muscat Hills,57000.0,2,3,54.0,"Muscat Hills, Muscat",Commercial
"Office Spaces for Rent - Qurum Heights, Archway Building PPC102 A",560.0,2,3,80.0,"Qurum, Muscat",Commercial
"Office Spaces for Rent - Qurum Heights, Archway Building PPC102 B",672.0,2,3,96.0,"Qurum, Muscat",Commercial
"Brand New Office for Rent in Muscat Pavilion, Muscat Hills – PPC138",300.0,2,3,51.0,"Muscat Hills, Muscat",Commercial
"Office Spaces for Rent - Qurum Heights, Archway Building PPC102 C",490.0,2,3,70.0,"Qurum, Muscat",Commercial
1 BR Furnished Apartment in Bosher with Building Amenities,350.0,1,2,59.0,"Bosher, Muscat",Apartment
3 BR + Maid's Room Spacious Townhouse – Mawaleh (Near Mazoon Square),700.0,3,5,359.0,"Al Mawaleh, Muscat",Villa
للايجار مكتب مميزفرصة مثالية لمكتب إداري أو نشاط تجارقرب عُمان مول.,550.0,2,3,105.0,"Bosher, Muscat",Other
FOR SALE: Freehold 1-Bedroom Marina View Apartment!,168500.0,1,2,91.0,"The Wave (Almouj), Muscat",Apartment
Luxury 1 BHK Apartment with Balcony For Sale in Sustainable City Yiti,88457.0,1,2,79.0,"Yiti, Muscat",Apartment
Flexible Payment Plan | Spacious 1 BR | Sustainable City Yiti,91004.0,1,2,80.0,"Yiti, Muscat",Other
Dazzling View | High Floor | Sustainable City Yiti,90195.0,1,2,79.0,"Yiti, Muscat",Other
Luxurious Layout | Payment Plan | Sustainable City Yiti,90101.0,1,2,79.0,"Yiti, Muscat",Other
30/70 Payment Plan | Full Facilities | Sustainable City Yiti,88318.0,1,2,78.0,"Yiti, Muscat",Other
Luxury Urban Living| Easy Payment Plan| Sustainable City Yiti,89451.0,1,2,83.0,"Yiti, Muscat",Other
ADV938** 6 bhk + Maid's villa for rent in Qurum,1800.0,6,7,490.0,"Qurum, Muscat",Villa
ADA902** 1bhk flat for rent in Qurum - Saih Al Maleh,275.0,1,1,75.0,"Qurum, Muscat",Apartment
Pool/Golf View | Spacious Layout | Flexible Payment Plan,102000.0,1,2,63.0,"Yiti, Muscat",Other
Pool/Golf View | Spacious Layout | 20/80 Payment Plan | AIDA,100360.0,1,2,69.0,"Yiti, Muscat",Other
Dazzling Golf View | Highest Floor | 20/80 Payment Plan,99730.0,1,2,57.0,"Yiti, Muscat",Other
Pool /Golf View | Luxurious Layout| Flexible Payment Plan,94300.0,1,2,59.0,"Yiti, Muscat",Other
Stunning Sea and Golf View | Highest Floor | 20/80 Payment Plan,198930.0,2,2,114.0,"Yiti, Muscat",Other
Spacious Layout | Easy Payment Plan | Sustainable City Yiti,96391.0,1,2,83.0,"Yiti, Muscat",Other
Luxury 1 BR | Attractive Payment Plan | Sustainable City Yiti,94196.0,1,2,82.0,"Yiti, Muscat",Other
30/70 Payment Plan | Luxury Living in Sustainable City Yiti,92095.0,1,2,83.0,"Yiti, Muscat",Other
Modern Luxury Layout | Scenic Balcony | Sustainable City Yiti,89355.0,1,2,80.0,"Yiti, Muscat",Other
Sustainable City Yiti | Flexible Payment Plan | Luxury Living,89876.0,1,2,78.0,"Yiti, Muscat",Other
SR- SA- 152 Villa for sale in Al ansab / فيلا للبيع في الانصب .,153000.0,5,5,234.0,"Ansab, Muscat",Villa
أرض سكنية وسطية للبيع في العامرات – مدينة النهضة,11000.0,2,3,600.0,"Al Amarat, Muscat",Other
للبيع أرض سكنية مميزة – المعبيلة الجنوبية، ولاية السيب,61000.0,2,3,600.0,"Al Maabilah, Muscat",Other
6me68 - Peaceful 3+1 BHK Standalone VIlla for Rent in Qurum,700.0,3,3,400.0,"Qurum, Muscat",Villa
Modern 1-Bedroom Apartment for Sale – Al Mouj Juman 1,105000.0,1,1,88.0,"The Wave (Almouj), Muscat",Apartment
Small Flat For Rent,130.0,2,1,64.0,"Al Khoud, Muscat",Apartment
30/70 Payment Plan | Spacious Unit | Sustainable City Yiti,91214.0,1,2,83.0,"Yiti, Muscat",Other
Stunning Ocean Views | Payment Plan | AIDA Sunrise Haven,277660.0,3,4,158.0,"Yiti, Muscat",Other
Fully Furnished Villa in AIDA Sunrise Haven | Payment Plan,269290.0,3,4,158.0,"Yiti, Muscat",Villa
3 Years Payment Plan | Fully Furnished | AIDA Sunrise Haven,265030.0,3,4,158.0,"Yiti, Muscat",Other
Spacious Deattached Villa | Easy Payment Plan | AIDA OCEANA,668250.0,5,6,386.0,"Yiti, Muscat",Villa
Opulent Deattached Villa | Payment Plan | AIDA OCEANA,537560.0,4,5,315.0,"Yiti, Muscat",Villa
Luxurious Attached Villa | Payment Plan | AIDA OCEANA,258316.0,3,4,228.0,"Yiti, Muscat",Villa
Luxury Layout | 2 Balconies | 20/80 Payment Plan | Wadi Zaha,87348.0,2,3,109.0,"Al Seeb, Muscat",Other
Luxury Studio Apartment for sale in Wadi Zaha with Easy Payment Plan,42828.0,2,1,53.0,"Al Seeb, Muscat",Apartment
30/70 Payment Plan | Amazing Amenities | Sustainable City Yiti,87656.0,1,2,80.0,"Yiti, Muscat",Other
15% Down Payment| 30/ 70 Payment Plan| Sustainable City Yiti,89400.0,1,2,80.0,"Yiti, Muscat",Other
30/70 Payment Plan | Luxurious Layout | Sustainable City Yiti,86790.0,1,2,80.0,"Yiti, Muscat",Other
Lavish Corner Standalone 4BHK Villa For Sale in Wadi Zaha,349550.0,4,5,388.0,"Al Seeb, Muscat",Villa
30/70 Payment Plan | Amazing Facilities | Sustainable City Yiti,86026.0,1,2,79.0,"Yiti, Muscat",Other
Luxurious Layout | Easy Payment Plan | Sustainable City Yiti,216098.0,3,4,164.0,"Yiti, Muscat",Other
Flexible Payment Plan | 5% Down Payment | Sustainable City Yiti,213402.0,3,4,,"Yiti, Muscat",Other
5% Down Payment | Spacious 2BR | Sustainable City Yiti,167315.0,2,3,,"Yiti, Muscat",Other
Payment Plan| Waterfront Lifestyle| Upscale 2BR+Study| Bellevue,358700.0,2,3,158.0,"Muscat - Other, Muscat",Other
ground floor apartment from villa in hail north,325.0,4,3,200.0,"Al Hail, Muscat",Apartment
MADINAT QABOOS | BRAND NEW LUXURIOUS 5+1BR TWIN VILLAS FOR RENT,1700.0,6,8,450.0,"Madinat As Sultan Qaboos, Muscat",Villa
GHALA | 330 SQM AMAZING OFFICE SPACE IN PRIME LOCATION FOR RENT,950.0,2,3,330.0,"Ghala, Muscat",Commercial
AL QURUM | 555 SQM BEAUTIFUL OPEN SPACE OFFICE IN PRIME LOCATION,3330.0,2,3,550.0,"Qurum, Muscat",Commercial
94 SQM Shop for Rent in Ghubrah – Good Location,800.0,2,3,94.0,"Al Ghubrah, Muscat",Commercial
"Stunning 1-Bedroom Apartment for Rent in Liwan, Muscat",625.0,1,2,114.0,"The Wave (Almouj), Muscat",Apartment
MADINAT AL ILAM | FULLY FURNISHED MODERN 5+1BR VILLA,1500.0,6,8,325.0,"Madinat As Sultan Qaboos, Muscat",Villa
شقة راقية للايجار القرم - luxury apartment for rent in al qurum,380.0,2,2,96.0,"Qurum, Muscat",Apartment
MADINAT QABOOS | 4+1 LUXURIOUS COMPOUND VILLA,1199.0,5,6,365.0,"Madinat As Sultan Qaboos, Muscat",Villa
MADINAT QABOOS | SPACIOUS 4+1 LUXURIOUS COMPOUND VILLA FOR RENT,1200.0,5,6,395.0,"Madinat As Sultan Qaboos, Muscat",Villa
MADINAT AL ILAM | LUXURIOUS BRAND NEW 5+1 BR VILLA FOR RENT,1300.0,6,8,488.0,"Madinat As Sultan Qaboos, Muscat",Villa
AL MOUJ | WONDERFUL 3+1 BHK MARINA VIEW APARTMENT FOR RENT,1199.0,3,4,162.0,"The Wave (Almouj), Muscat",Apartment
QURUM | 295 SQM FURNISHED OFFICE IN PRIME LOCATION,1795.0,2,3,295.0,"Qurum, Muscat",Commercial
AL QURUM | MODERN 3+1 BR VILLA WITH GREAT VIEWS (UN FURNISHED),1200.0,4,5,349.0,"Qurum, Muscat",Villa
MADINAT AL ILAM | LUXURIOUS 7+2 BR VILLA FOR RENT,2500.0,9,12,650.0,"Madinat As Sultan Qaboos, Muscat",Villa
AL QURUM | LUXURIOUS MODERN 3+1 BR VILLA,1200.0,4,5,295.0,"Qurum, Muscat",Villa
GHALA | 450 SQM STUNNING PENTHOUSE OFFICE SPACE FOR RENT,1700.0,2,3,450.0,"Ghala, Muscat",Villa
spacious flat @ MGM شقة واسعة في مسقط جراند مول,475.0,2,3,145.0,"Al Khuwair, Muscat",Apartment
Flat @ Shaden Al Hail compound north hail+ free gas + free car park,250.0,1,2,80.0,"Al Hail, Muscat",Apartment
SR-AH- 155 Villa For Sale in Al Khoudh Hay Al Kawtharفيلا للبيع بالخوض,100000.0,5,7,369.0,"Al Khoud, Muscat",Villa
ارض للبيع في المعبيلة حلة النصر,36000.0,2,3,300.0,"Al Maabilah, Muscat",Other
أرض صناعية للبيع في الجفنين الرسيل,71000.0,2,3,,"Al Rusayl, Muscat",Other
توين فيلا كورنر في المسفاة,90000.0,4,6,294.0,"Misfah, Muscat",Other
أرض الخط الأول شارع الوكالات الوطية,450000.0,2,3,906.0,"Muscat - Other, Muscat",Other
2BHK FULLY FURNISHED IN AL-KHUWAIR,310.0,2,2,,"Al Khuwair, Muscat",Other
Brand New 2 Bedroom Apartment with Marina View,1250.0,2,3,240.0,"The Wave (Almouj), Muscat",Apartment
4 Bedroom Extended Villa for Sale In Al Mouj,395000.0,2,3,450.0,"The Wave (Almouj), Muscat",Villa
3 Bedroom Townhouse for Rent in MQ,600.0,3,4,224.0,"Madinat As Sultan Qaboos, Muscat",Villa
For Rent: Fully Furnished 1 Bedroom Apartment,600.0,1,1,90.0,"The Wave (Almouj), Muscat",Apartment
استوديو غرفه وحمام ومطبخ مفروشه,180.0,1,1,133.0,"Azaiba, Muscat",Other
فيلا فاخرة داخل مجمع سكني للإيجار|Luxury Villa in a Gated Compound,550.0,4,4,350.0,"Al Seeb, Muscat",Villa
"4 Bedroom Villa, Al Jissah, Muscat Bay, Oman",350000.0,4,3,460.0,"Muscat - Other, Muscat",Villa
Madinat alilam| Standalone | Specious,900.0,4,4,400.0,"Madinat As Sultan Qaboos, Muscat",Other
1 BHK flat for rent in Nizwaشقة للإيجار في نزوى,70.0,1,2,45.0,"Nizwa, Al Dakhiliya",Apartment
استديو مؤثث بالكامل للايجار في العذيبه قريب اسواق التنين,180.0,1,1,,"Azaiba, Muscat",Other
Werhouse for rent in Nizwa مستودع كبير للايجار في نزوى,700.0,2,3,318.0,"Nizwa, Al Dakhiliya",Villa
3 BHK for rent in Azaiba,400.0,2,3,150.0,"Azaiba, Muscat",Other
2 BHK for rent in Ghala,230.0,2,2,110.0,"Ghala, Muscat",Other
Brand New 1BHK Flat for Rent in Ghala PPA200 F,325.0,1,1,75.0,"Ghala, Muscat",Apartment
شقة دوبليكس للبيع في العذيبة - Duplex apartment for sale in Al Aziba,57000.0,2,3,108.0,"Azaiba, Muscat",Apartment
Brand New 1BHK Flat for Rent in Ghala PPA200,225.0,1,1,75.0,"Ghala, Muscat",Apartment
5 bedroom villa for sale in almouj,578000.0,5,6,455.0,"The Wave (Almouj), Muscat",Villa
Apartment for Sale in sultan haitham city Muscat,53300.0,1,2,82.0,"Sultan Haitham City, Muscat",Apartment
Apartment for Sale with 1 bedroom in sultan haitham city,48100.0,1,1,74.0,"Sultan Haitham City, Muscat",Apartment
Villa for Sale in Jabel Sifah with three bedrooms and Majlis,183492.0,5,6,183.0,"Al Sifah, Muscat",Villa
Villa for Sale with 5 BHK in Muscat Yiti,1506534.0,5,6,487.0,"Yiti, Muscat",Villa
Villa for Sale with 4 BHK in Muscat Yiti,274596.0,4,4,260.0,"Yiti, Muscat",Villa
7 bedroom villa for sale in sultan haitham city,310000.0,7,7,413.0,"Sultan Haitham City, Muscat",Villa
4 bedroom apartment for sale in sultan haitham city muscat,204000.0,4,4,272.0,"Sultan Haitham City, Muscat",Apartment
3 bedroom apartment for sale in sultan haitham city,163050.0,3,4,217.0,"Sultan Haitham City, Muscat",Apartment
2 bedroom apartment for sale in sultan haitham city muscat,110000.0,2,3,147.0,"Sultan Haitham City, Muscat",Apartment
2 bedroom apartment for sale in sultan haitham city,70850.0,2,3,109.0,"Sultan Haitham City, Muscat",Apartment
Villa for Sale with 5 Bedrooms in Muscat Bay,1025000.0,5,6,646.0,"Qantab, Muscat",Villa
Apartment for Sale in almouj marina 2 bedroom,245500.0,2,2,145.0,"The Wave (Almouj), Muscat",Apartment
Villa for Sale with 4 Bedrooms byTrump International Hotel,514755.0,4,4,170.0,"Yiti, Muscat",Villa
Aparment for sale 3BHK in Muscat Bay,199000.0,3,3,171.0,"Qantab, Muscat",Other
Apartment for Sale in Al Mouj with 2 bedrooms,175000.0,2,1,224.0,"The Wave (Almouj), Muscat",Apartment
Villa for Sale in Al Mouj Muscat with 6 Bedrooms,1406000.0,6,7,907.0,"The Wave (Almouj), Muscat",Villa
5 bedroom villa for sale in Almouj Muscat,499000.0,5,6,427.0,"The Wave (Almouj), Muscat",Villa
Modern | 1 BD | Furnished,450.0,1,2,92.0,"Qurum, Muscat",Other
Modern community villa | brand new | move in no,850.0,4,5,300.0,"Madinat As Sultan Qaboos, Muscat",Villa
amazing office for rent in qourum,1600.0,2,3,406.0,"Qurum, Muscat",Commercial
Qurum | 2 BD | Semi furnished,400.0,2,2,120.0,"Qurum, Muscat",Other
8+2 BD | Standalone | Lift,2500.0,8,9,600.0,"Madinat As Sultan Qaboos, Muscat",Other
exceptional opportunity | shipmall shops now availabile for rent,1100.0,2,3,185.0,"Al Ghubrah, Muscat",Commercial
Villa For Rent,350.0,6,6,360.0,"Barka, Al Batinah",Villa
MADINAT QABOOS | SPACIOUS 4+1 LUXURIOUS COMPOUND VILLA,1200.0,5,6,300.0,"Madinat As Sultan Qaboos, Muscat",Villa
BANNER 107 - 5BHK VILLA FOR RENT NEAR MAWALEH MEDICAL CENTER,500.0,5,6,450.0,"Al Mawaleh, Muscat",Villa
BANNER 02 - 5BHK MODERN STYLE VILLA FOR RENT IN ANSAB,500.0,5,6,450.0,"Ansab, Muscat",Villa
شقة للبيع في المعبيلة الجنوبية – بسعر معقول Apartment for Sale in Sout,28000.0,2,2,105.0,"Al Maabilah, Muscat",Apartment
للبيع شقة فخمة في المزن ريزيدنس - بلوك B | Luxury Apartment for Sale i,48500.0,2,2,109.0,"Al Mawaleh, Muscat",Apartment
Commercial Building for Rent,1800.0,2,3,470.0,"Al Mawaleh, Muscat",Commercial
1 BR Freehold Off-Plan Apartment in Aida – Yiti,61293.0,1,2,71.0,"Yiti, Muscat",Apartment
4 BR Spacious Apartment in Qurum – Close to Expressway,300.0,4,4,359.0,"Qurum, Muscat",Apartment
For Sale Villa 4BHK - Al Qurum,115000.0,4,4,260.0,"Qurum, Muscat",Villa
Shop For Rent - al Khoud,350.0,2,3,24.0,"Al Khoud, Muscat",Commercial
For Sale Fully Furnished Villa - Jebel Saifah,170000.0,3,4,145.0,"Al Sifah, Muscat",Villa
For Rent Dublex Fully Furnished - Muscat Bay,1500.0,3,4,11.0,"Barr Al Jissah, Muscat",Other
For Rent Shops - Al Misfah,140.0,2,3,32.0,"Misfah, Muscat",Commercial
QURUM | LUXURIOUS 3+1 BR TOWNHOUSE,1200.0,3,4,300.0,"Qurum, Muscat",Villa
MUSCAT HILLS | FURNISHED 1 BR APARTMENT,450.0,1,2,85.0,"Muscat Hills, Muscat",Apartment
High-end villa for rent in Al-azaba,550.0,5,5,350.0,"Azaiba, Muscat",Villa
MADINAT QABOOS | EXCELLENT GROUND FLOOR 4 BR VILLA,800.0,4,5,300.0,"Madinat As Sultan Qaboos, Muscat",Villa
RUSAYL INDUSTRIAL AREA | 952 SQM WAREHOUSE IN PRIME LOCATION,2379.0,2,3,952.0,"Al Rusayl, Muscat",Villa
High-end villa for rent in Bousher Al Muna,650.0,5,5,350.0,"Bosher, Muscat",Villa
One-Bedroom Apartment – Al Mouj Golf Links | 83 m² | Payment Plan,155900.0,1,1,83.0,"The Wave (Almouj), Muscat",Apartment
For Rent 8 Bhk in Ruwi ( Commerical Use),2200.0,2,3,450.0,"Ruwi, Muscat",Other
For Rent Fully Furnished 2Bhk Flat in Al Mouj,750.0,2,2,10.0,"The Wave (Almouj), Muscat",Apartment
For Rent Fully Furnished 2 BHK Flat In Al Mouj Marsa Garden,750.0,2,2,10.0,"The Wave (Almouj), Muscat",Apartment
For Sale 1 Bhk Flat In Al Mouj LAGOON,110000.0,1,2,107.0,"The Wave (Almouj), Muscat",Apartment
For Rent 7 BHK Fully Furnished Villa In Al Qurum,950.0,7,8,10.0,"Qurum, Muscat",Villa
For Rent Flat 2BHK - Shatti Al Qurum,550.0,2,3,11.0,"Qurum, Muscat",Apartment
For Sale 2 BHK Flat In Al Mouj Lagoon,145000.0,2,2,127.0,"The Wave (Almouj), Muscat",Apartment
For sale a farm in Al Suwaiq - Al Nabra,1100000.0,6,8,,"Suwaiq, Al Batinah",Other
For Sale Brand New 5 Bhk Villa In Al Khoud,137000.0,5,6,420.0,"Al Khoud, Muscat",Villa
For Sale Studio Free Hold Property / In Muscat Bay,74000.0,1,1,83.0,"Yiti, Muscat",Studio
For Rent Open Spaces In Boucher / Sultan Qabous City,280.0,2,3,42.0,"Bosher, Muscat",Other
For Sale 3+1 Villa In Muscat Hills Free Hold,224000.0,3,4,280.0,"Muscat Hills, Muscat",Villa
For Sale Residential Commercial Land In Qurum 29,1000000.0,2,3,,"Qurum, Muscat",Land
For Rent Ware House In Al Misfah للإيجار مستودع في المسفاة,7200.0,2,3,,"Misfah, Muscat",Villa
For Rent Shop And Store In Al Azaiba,930.0,2,3,310.0,"Azaiba, Muscat",Commercial
For Rent Store In Al Misfah,1500.0,2,3,500.0,"Misfah, Muscat",Other
For Sale 2 Bhk In Rimal Boucher,75000.0,2,3,103.0,"Bosher, Muscat",Other
For Sale Shop in Boucher / Gubara South Behind Asala Towers,41900.0,2,3,31.0,"Al Ghubrah, Muscat",Commercial
For Sale 1 Bhk In Boucher Near to Ammar ibn Yasir Mosque,29000.0,1,2,67.0,"Bosher, Muscat",Other
For Rent Open Spaces Located In Al -Qurum,750.0,2,3,200.0,"Qurum, Muscat",Other
For Sale residential Commercial Land In Ghala Hits,2500000.0,2,3,,"Ghala, Muscat",Land
For Rent 6 Bhk Villa in Sarouj ( Commercial Use),1200.0,2,3,10.0,"Qurum, Muscat",Villa
For Rent 1 Bhk Flat In Juman 2 Sea View,600.0,1,2,10.0,"The Wave (Almouj), Muscat",Apartment
For Rent 5 Bhk + 1 Villa In Al Khwair ( Residential Commercial),700.0,5,6,10.0,"Al Khuwair, Muscat",Villa
For Sale Flats And Offices In Ghala (Residential Commercial Building),25000.0,1,2,55.0,"Ghala, Muscat",Apartment
free Hold property any Nationalities can buy,39900.0,1,1,47.0,"Al Khoud, Muscat",Other
For Rent 4 Bhk Villa In Shatti Al Qurum,500.0,4,4,10.0,"Qurum, Muscat",Villa
For Rent 2 Bhk Flat In Al qurum,290.0,2,2,10.0,"Qurum, Muscat",Apartment
For Sale Free Hold Open Spaces In Muscat Hills,40845.0,2,3,38.0,"Muscat Hills, Muscat",Other
For Sale 1 Bhk Flat In Boucher First line directly opposite Oman Mall,35500.0,1,2,79.0,"Bosher, Muscat",Apartment
For Rent 4 Bhk In Al Allam,1300.0,4,6,10.0,"Madinat As Sultan Qaboos, Muscat",Other
For Sale Free Hold Studio In Maident Al Sultan Hyathem,33250.0,2,1,50.0,"Al Seeb, Muscat",Studio
"For Rent: Stunning 1 Bedroom Apartment in Liwan, Muscat",625.0,1,2,114.0,"The Wave (Almouj), Muscat",Apartment
3 BR Limited Offer Furnished Freehold Townhouse in Sultan Haitham City,176000.0,3,4,240.0,"Al Maabilah, Muscat",Villa
1 BR Limited Offer Freehold Furnished Apartment in Sultan Haitham City,56500.0,1,2,50.0,"Al Maabilah, Muscat",Apartment
AL MOUJ | 2BHK FULL MARINA VIEW WITH SPACIOUS OPEN BALCONY FOR RENT,999.0,2,2,112.0,"The Wave (Almouj), Muscat",Other
AMERAT | MODERN 4 BEDROOM VILLA FOR SALE,102000.0,4,5,270.0,"Al Amarat, Muscat",Villa
MUSCAT HILLS | FULLY FURNISHED 2BHK STUNNING APARTMENT FOR RENT,550.0,2,3,120.0,"Muscat Hills, Muscat",Apartment
AL MOUJ | 2+2 BHK MARINA VIEW APARTMENT IN JUMAN FOR RENT,1199.0,4,4,125.0,"The Wave (Almouj), Muscat",Apartment
MADINAT SULTAN QABOOS | BRAND NEW LUXURIOUS 5+1BR TWIN VILLAS,1700.0,6,8,475.0,"Madinat As Sultan Qaboos, Muscat",Villa
BOSHER | BRAND NEW MODERN 3+1 BR TOWNHOUSES WITH PRIVATE POOL FOR RENT,850.0,4,5,245.0,"Bosher, Muscat",Villa
AL QURUM | 300 SQM OPEN SPACE OFFICE IN PRIME LOCATION,1795.0,2,3,300.0,"Qurum, Muscat",Commercial
MADINAT AL ILAM | BRAND NEW 5+1 BR LUXURIOUS VILLA FOR RENT,1300.0,6,8,490.0,"Madinat As Sultan Qaboos, Muscat",Villa
2 Bedrooms Apartment With Full Marina Views,1100.0,2,2,150.0,"The Wave (Almouj), Muscat",Apartment
استديو مؤثث بالكامل للايجار في العذيبة قريب المطار,170.0,1,1,,"Azaiba, Muscat",Other
6me65 - Open Showroom Space for Rent in Qurum,5500.0,2,3,,"Qurum, Muscat",Other
6me63 - Commercial Villa for Rent in Shatti Qurum,1300.0,2,3,400.0,"Qurum, Muscat",Villa
6me61 - Modern 6 BHK Villa For Rent In Shatti Qurum,1000.0,6,7,600.0,"Qurum, Muscat",Villa
6me60 - Comfortable 5+1 BHK Townhouse For Rent In Shatti Qurum,650.0,5,8,450.0,"Qurum, Muscat",Villa
6me56 Amazing 4 BHK villa for rent in Qurum PDO,650.0,4,4,400.0,"Qurum, Muscat",Villa
6me54 - Cozy 3 BHK twin villa near Qurum Park,400.0,3,3,350.0,"Qurum, Muscat",Villa
6me52 - Commercial spaces for rent near Qurum Park,435.0,2,3,120.0,"Qurum, Muscat",Commercial
6me7 - 3BHK Fanciful townhouse for rent located in Qurom,550.0,3,4,350.0,"Qurum, Muscat",Villa
3me61 - Peaceful 5+1 BHK standalone villa for Rent in MQ Al Ilam City,900.0,5,4,450.0,"Madinat As Sultan Qaboos, Muscat",Villa
3me60 - Commercial villa for Rent in MQ,1500.0,2,3,400.0,"Madinat As Sultan Qaboos, Muscat",Villa
